Status,FirstLine,Lon,Lines,Time,Lat,LowFloor,Brigade
RUNNING,2  ,20.9655266,2              ,2017-05-21T02:33:44,52.3130951,True,3   
RUNNING,2  ,20.9656448,2              ,2017-05-21T02:33:43,52.3131218,True,2   
RUNNING,2  ,20.9417171,2              ,2017-05-21T02:33:43,52.3326645,True,5   
RUNNING,26 ,21.0016537,26             ,2017-05-21T02:33:40,52.2444954,True,9   
RUNNING,24 ,20.9963856,24             ,2017-05-21T02:36:44,52.2264977,False,032 
RUNNING,24 ,20.9186954,24             ,2017-05-21T02:31:33,52.256134,False,031 
RUNNING,24 ,21.0557899,24             ,2017-05-21T02:36:40,52.2570457,True,3   
RUNNING,24 ,21.0628433,24             ,2017-05-21T02:36:41,52.2465706,True,033 
RUNNING,26 ,20.9930668,26             ,2017-05-21T02:36:40,52.2415695,True,032 
RUNNING,33 ,20.9933033,33             ,2017-05-21T02:36:41,52.2422104,True,5   
RUNNING,24 ,20.9272728,24             ,2017-05-21T02:36:43,52.2632332,True,1   
RUNNING,24 ,20.9707241,24             ,2017-05-21T02:36:36,52.2404823,True,10  
RUNNING,24 ,20.9734688,24             ,2017-05-21T02:36:44,52.2351761,True,2   
RUNNING,4  ,21.0203457,4              ,2017-05-21T02:36:39,52.2633858,True,064 
RUNNING,26 ,21.0481567,26             ,2017-05-21T02:36:35,52.2476768,True,1   
RUNNING,33 ,20.9313374,33             ,2017-05-21T02:36:42,52.2942657,True,13  
RUNNING,26 ,20.9009514,26             ,2017-05-21T02:36:42,52.2386932,True,5   
RUNNING,26 ,20.9227562,26             ,2017-05-21T02:36:43,52.2219353,True,4   
RUNNING,33 ,20.979948,33             ,2017-05-21T02:36:42,52.2620316,True,14  
RUNNING,2  ,20.9530678,2              ,2017-05-21T02:36:44,52.3183632,True,3   
RUNNING,2  ,20.9403477,2              ,2017-05-21T02:36:43,52.302002,True,2   
RUNNING,2  ,20.9417095,2              ,2017-05-21T02:36:37,52.3326645,True,5   
RUNNING,26 ,20.9890804,26             ,2017-05-21T02:36:40,52.2404137,True,9   
RUNNING,24 ,20.9882717,24             ,2017-05-21T02:39:42,52.2257919,False,032 
RUNNING,24 ,21.0460873,24             ,2017-05-21T02:39:41,52.2483025,True,033 
RUNNING,26 ,21.0034523,26             ,2017-05-21T02:39:41,52.2449303,True,032 
RUNNING,33 ,20.9970036,33             ,2017-05-21T02:39:40,52.2362709,True,5   
RUNNING,24 ,20.9366226,24             ,2017-05-21T02:39:41,52.2740822,True,1   
RUNNING,24 ,20.9682598,24             ,2017-05-21T02:39:44,52.2338219,True,10  
RUNNING,24 ,20.9700451,24             ,2017-05-21T02:39:41,52.2421646,True,2   
RUNNING,4  ,21.0138836,4              ,2017-05-21T02:39:41,52.2621193,True,064 
RUNNING,26 ,21.0395813,26             ,2017-05-21T02:39:44,52.2510262,True,1   
RUNNING,26 ,20.9009514,26             ,2017-05-21T02:39:40,52.2386932,True,5   
RUNNING,26 ,20.9417152,26             ,2017-05-21T02:39:41,52.2265434,True,4   
RUNNING,33 ,20.9625607,33             ,2017-05-21T02:39:41,52.2668228,True,14  
RUNNING,2  ,20.9409618,2              ,2017-05-21T02:39:40,52.3255348,True,3   
RUNNING,2  ,20.9291229,2              ,2017-05-21T02:39:38,52.2924805,True,2   
RUNNING,2  ,20.941721,2              ,2017-05-21T02:39:42,52.3326683,True,5   
RUNNING,26 ,20.9745197,26             ,2017-05-21T02:39:40,52.2353516,True,9   
RUNNING,24 ,20.9822197,24             ,2017-05-21T02:42:42,52.2330589,False,032 
RUNNING,24 ,21.0514565,24             ,2017-05-21T02:42:41,52.253212,True,033 
RUNNING,26 ,21.0279694,26             ,2017-05-21T02:42:40,52.251812,True,032 
RUNNING,33 ,21.0017014,33             ,2017-05-21T02:42:38,52.2280502,True,5   
RUNNING,24 ,20.9316254,24             ,2017-05-21T02:42:39,52.2790871,True,1   
RUNNING,24 ,20.9699306,24             ,2017-05-21T02:42:43,52.2315712,True,10  
RUNNING,24 ,20.9571514,24             ,2017-05-21T02:42:44,52.2474136,True,2   
RUNNING,4  ,20.9921989,4              ,2017-05-21T02:42:39,52.2572746,True,064 
RUNNING,26 ,21.0295258,26             ,2017-05-21T02:42:42,52.2525444,True,1   
RUNNING,26 ,20.9009514,26             ,2017-05-21T02:42:44,52.2386932,True,5   
RUNNING,26 ,20.9551659,26             ,2017-05-21T02:42:39,52.2307472,True,4   
RUNNING,33 ,20.9453392,33             ,2017-05-21T02:42:39,52.2715874,True,14  
RUNNING,2  ,20.9418545,2              ,2017-05-21T02:42:44,52.3341026,True,3   
RUNNING,2  ,20.9325981,2              ,2017-05-21T02:42:43,52.2958603,True,2   
RUNNING,2  ,20.9417057,2              ,2017-05-21T02:42:42,52.3325844,True,5   
RUNNING,26 ,20.9682999,26             ,2017-05-21T02:42:42,52.2338676,True,9   
RUNNING,24 ,20.9735165,24             ,2017-05-21T02:45:42,52.2350922,False,032 
RUNNING,24 ,21.0558205,24             ,2017-05-21T02:45:41,52.2570419,True,033 
RUNNING,26 ,21.0385513,26             ,2017-05-21T02:45:40,52.2515793,True,032 
RUNNING,33 ,21.0049171,33             ,2017-05-21T02:45:41,52.2198029,True,5   
RUNNING,24 ,20.9249077,24             ,2017-05-21T02:45:43,52.2863808,True,1   
RUNNING,24 ,20.9478474,24             ,2017-05-21T02:45:43,52.247097,True,2   
RUNNING,4  ,20.9822521,4              ,2017-05-21T02:45:43,52.2550659,True,064 
RUNNING,26 ,21.0101757,26             ,2017-05-21T02:45:41,52.2464371,True,1   
RUNNING,26 ,20.9132004,26             ,2017-05-21T02:45:42,52.238842,True,5   
RUNNING,26 ,20.9676991,26             ,2017-05-21T02:45:43,52.2337875,True,4   
RUNNING,33 ,20.9340782,33             ,2017-05-21T02:45:43,52.2781525,True,14  
RUNNING,2  ,20.9416943,2              ,2017-05-21T02:45:43,52.3326225,True,3   
RUNNING,2  ,20.9492722,2              ,2017-05-21T02:45:42,52.3058853,True,2   
RUNNING,2  ,20.9495449,2              ,2017-05-21T02:45:42,52.3200455,True,5   
RUNNING,26 ,20.9701977,26             ,2017-05-21T02:45:40,52.2318382,True,9   
RUNNING,24 ,20.9684677,24             ,2017-05-21T02:48:42,52.2330933,False,032 
RUNNING,24 ,20.9731007,24             ,2017-05-21T02:48:43,52.2352142,False,031 
RUNNING,26 ,21.0512447,26             ,2017-05-21T02:48:42,52.2531624,True,032 
RUNNING,33 ,21.0070171,33             ,2017-05-21T02:48:40,52.2105713,True,5   
RUNNING,24 ,20.9302082,24             ,2017-05-21T02:48:41,52.2919235,True,1   
RUNNING,24 ,20.9316826,24             ,2017-05-21T02:48:42,52.2470245,True,2   
RUNNING,4  ,20.9757195,4              ,2017-05-21T02:48:42,52.2682838,True,064 
RUNNING,26 ,20.9942207,26             ,2017-05-21T02:48:44,52.242054,True,1   
